replicate,task_id,repository,call_seq,rank,similarity,note_id,origin_repo,cross_repo,note_question_overlap,content_snippet
pilot30,task-6905333b74f22949d97ba9a9,simple-login/app,2,2,57,557b0734-48ca-4c03-8882-0ec58fc3fbdb,simple-login/app,False,0.017391304347826087,"Alias API responses: On success, /api/v2/alias/custom/new and /api/v3/alias/custom/new return HTTP 201 with JSON containing: alias (email string), id, email, cr"
pilot30,task-6905333b74f22949d97ba9a9,simple-login/app,2,3,60,d4821e62-b9ae-4449-921b-6eafafb26ea0,simple-login/app,False,0.015037593984962405,"Background processes in SimpleLogin: 1) email_handler.py runs aiosmtpd SMTP server on port 20381 by default, receives and forwards emails. 2) job_runner.py runs"
pilot30,task-6905333b74f22949d97ba9a9,simple-login/app,2,4,46,b5c51b9b-df93-4ec0-8aca-c5805ea2ef98,simple-login/app,False,0.04,"SimpleLogin web server startup: Flask dev server prints config output first (>>> URL: <url>, >>> init logging <<<), then show_server_banner prints "" * Serving F"
pilot30,task-6905333b74f22949d97ba9a9,simple-login/app,2,5,43,65216fc3-79b7-47da-91c4-0a0fe9aa5c70,simple-login/app,False,0.009009009009009009,"Mailbox verification code enforcement: MAX_ACTIVATION_TRIES = 3. In verify_mailbox_code(), the activation.code is compared with the submitted code. On wrong cod"
pilot30,task-6905333b74f22949d97ba9aa,simple-login/app,1,1,53,b5c51b9b-df93-4ec0-8aca-c5805ea2ef98,simple-login/app,False,0.03333333333333333,"SimpleLogin web server startup: Flask dev server prints config output first (>>> URL: <url>, >>> init logging <<<), then show_server_banner prints "" * Serving F"
pilot30,task-6905333b74f22949d97ba9aa,simple-login/app,1,2,55,c8357fd4-d3c8-46ce-95b6-e5f9960c08ac,simple-login/app,False,0.02127659574468085,"SimpleLogin DB: On a fresh PostgreSQL database, `alembic upgrade head` creates 77 total tables (76 business tables + 1 alembic_version). The last table created "
pilot30,task-6905333b74f22949d97ba9aa,simple-login/app,1,3,63,ec3b1bd4-ad12-42e2-a30e-9b3f6f9f877a,simple-login/app,False,0.04310344827586207,"SimpleLogin is a Flask-based email masking/alias service. Main processes: 1) server.py (Web UI via Flask), 2) email_handler.py (SMTP server via aiosmtpd), 3) cr"
pilot30,task-6905333b74f22949d97ba9aa,simple-login/app,1,4,53,1a5050f3-2c8f-4d16-86e3-5a31dca3125e,simple-login/app,False,0.075,"SimpleLogin email handler: Uses aiosmtpd Controller on 0.0.0.0 with default port 20381. Customizable via -p flag. On startup: logs INFO ""Listen for port <port>"""
pilot30,task-6905333b74f22949d97ba9aa,simple-login/app,1,5,55,c3278c83-ca08-4455-974f-84d6be6e5701,simple-login/app,False,0.02654867256637168,User identity in SimpleLogin: Web routes use Flask-Login with login_manager.user_loader that queries User.get_by(alternative_id=). The alternative_id is stored 
pilot30,task-6905333b74f22949d97ba9ab,simple-login/app,1,1,65,ccce6d91-df6a-45ca-b348-8fddd58f1e1c,simple-login/app,False,0.05806451612903226,"In SimpleLogin, custom alias creation is handled by /api/v2/alias/custom/new and /api/v3/alias/custom/new in app/api/views/new_custom_alias.py. The signed suffi"
pilot30,task-6905333b74f22949d97ba9ab,simple-login/app,1,2,46,b5c51b9b-df93-4ec0-8aca-c5805ea2ef98,simple-login/app,False,0.007936507936507936,"SimpleLogin web server startup: Flask dev server prints config output first (>>> URL: <url>, >>> init logging <<<), then show_server_banner prints "" * Serving F"
pilot30,task-6905333b74f22949d97ba9ab,simple-login/app,1,3,61,ec3b1bd4-ad12-42e2-a30e-9b3f6f9f877a,simple-login/app,False,0.03333333333333333,"SimpleLogin is a Flask-based email masking/alias service. Main processes: 1) server.py (Web UI via Flask), 2) email_handler.py (SMTP server via aiosmtpd), 3) cr"
pilot30,task-6905333b74f22949d97ba9ab,simple-login/app,1,4,53,557b0734-48ca-4c03-8882-0ec58fc3fbdb,simple-login/app,False,0.029411764705882353,"Alias API responses: On success, /api/v2/alias/custom/new and /api/v3/alias/custom/new return HTTP 201 with JSON containing: alias (email string), id, email, cr"
pilot30,task-6905333b74f22949d97ba9ab,simple-login/app,1,5,60,a3b66d8b-6b63-407f-bde7-aeb5a746afc2,simple-login/app,False,0.03968253968253968,"SimpleLogin alias limits: MAX_NB_EMAIL_FREE_PLAN defaults to 5 if not set. Configured via environment variable, read at module import time. The /api/user_info e"
pilot30,task-6905333b74f22949d97ba9ab,simple-login/app,2,1,64,bcebc662-0e61-47b6-a5a2-b4d39aeffdff,simple-login/app,False,0.07103825136612021,Alias creation flow analysis: Frontend POSTs form to /dashboard/custom_alias (web) or calls /api/v3/alias/custom/new (API). The frontend collects: alias_prefix 
pilot30,task-6905333b74f22949d97ba9ab,simple-login/app,2,2,64,ccce6d91-df6a-45ca-b348-8fddd58f1e1c,simple-login/app,False,0.05806451612903226,"In SimpleLogin, custom alias creation is handled by /api/v2/alias/custom/new and /api/v3/alias/custom/new in app/api/views/new_custom_alias.py. The signed suffi"
pilot30,task-6905333b74f22949d97ba9ab,simple-login/app,2,3,63,b5b48ca3-5632-4cad-9993-5696ff1ea222,simple-login/app,False,0.050955414012738856,"Request flow in SimpleLogin: 1) Flask app created in server.py create_app(). 2) Routes registered via blueprints: auth_bp (/auth), dashboard_bp (/dashboard), ap"
pilot30,task-6905333b74f22949d97ba9ab,simple-login/app,2,4,59,c8357fd4-d3c8-46ce-95b6-e5f9960c08ac,simple-login/app,False,0.031746031746031744,"SimpleLogin DB: On a fresh PostgreSQL database, `alembic upgrade head` creates 77 total tables (76 business tables + 1 alembic_version). The last table created "
pilot30,task-6905333b74f22949d97ba9ab,simple-login/app,2,5,63,ec3b1bd4-ad12-42e2-a30e-9b3f6f9f877a,simple-login/app,False,0.045112781954887216,"SimpleLogin repo at /app: Flask-based email masking/alias service. Key files: server.py (Flask web app on port 7777), email_handler.py (SMTP server on port 2038"
pilot30,task-6905333b74f22949d97ba9ac,simple-login/app,1,1,54,b5c51b9b-df93-4ec0-8aca-c5805ea2ef98,simple-login/app,False,0.02127659574468085,"SimpleLogin web server startup: Flask dev server prints config output first (>>> URL: <url>, >>> init logging <<<), then show_server_banner prints "" * Serving F"
pilot30,task-6905333b74f22949d97ba9ac,simple-login/app,1,2,63,d4821e62-b9ae-4449-921b-6eafafb26ea0,simple-login/app,False,0.024193548387096774,"Background processes in SimpleLogin: 1) email_handler.py runs aiosmtpd SMTP server on port 20381 by default, receives and forwards emails. 2) job_runner.py runs"
pilot30,task-6905333b74f22949d97ba9ac,simple-login/app,1,3,59,7c2ddc9b-d263-4eff-ba48-441a92086a98,simple-login/app,False,0.028846153846153848,Bounce/failure address in SimpleLogin: Uses VERP (Variable Envelope Return Path). Format: sl.{base32-encoded-payload}.{base32-encoded-sig}@{domain}. Contains [v
pilot30,task-6905333b74f22949d97ba9ac,simple-login/app,1,4,62,1a5050f3-2c8f-4d16-86e3-5a31dca3125e,simple-login/app,False,0.03488372093023256,"SimpleLogin email handler: Uses aiosmtpd Controller on 0.0.0.0 with default port 20381. Customizable via -p flag. On startup: logs INFO ""Listen for port <port>"""
pilot30,task-6905333b74f22949d97ba9ac,simple-login/app,1,5,61,ec3b1bd4-ad12-42e2-a30e-9b3f6f9f877a,simple-login/app,False,0.04854368932038835,"SimpleLogin repo at /app: Flask-based email masking/alias service. Key files: server.py (Flask web app on port 7777), email_handler.py (SMTP server on port 2038"
pilot30,task-6905333b74f22949d97ba9ad,simple-login/app,1,1,56,b5c51b9b-df93-4ec0-8aca-c5805ea2ef98,simple-login/app,False,0.02857142857142857,"SimpleLogin web server startup: Flask dev server prints config output first (>>> URL: <url>, >>> init logging <<<), then show_server_banner prints "" * Serving F"
pilot30,task-6905333b74f22949d97ba9ad,simple-login/app,1,2,60,16eed9bc-cd5b-4a78-ba3f-a1585fbe1b6f,simple-login/app,False,0.02857142857142857,"SimpleLogin registration/login: Register creates user with activated=False (default) and notification=True (default). When trying to login before activation, AP"
pilot30,task-6905333b74f22949d97ba9ad,simple-login/app,1,3,58,b5b48ca3-5632-4cad-9993-5696ff1ea222,simple-login/app,False,0.057971014492753624,"Request flow in SimpleLogin: 1) Flask app created in server.py create_app(). 2) Routes registered via blueprints: auth_bp (/auth), dashboard_bp (/dashboard), ap"
pilot30,task-6905333b74f22949d97ba9ad,simple-login/app,1,4,57,1a5050f3-2c8f-4d16-86e3-5a31dca3125e,simple-login/app,False,0.041237113402061855,"SimpleLogin email handler: Uses aiosmtpd Controller on 0.0.0.0 with default port 20381. Customizable via -p flag. On startup: logs INFO ""Listen for port <port>"""
pilot30,task-6905333b74f22949d97ba9ad,simple-login/app,1,5,56,4e85c86e-edb4-4479-87de-06d646ca22d5,simple-login/app,False,0.0392156862745098,"SimpleLogin architecture: 4 main processes - 1) server.py (Flask web on port 7777), 2) email_handler.py (aiosmtpd SMTP on port 20381), 3) job_runner.py (polls J"
pilot30,task-6905333b74f22949d97ba9ae,simple-login/app,1,1,58,ff7fa31b-063e-40ea-a130-973728616710,simple-login/app,False,0.06956521739130435,"Email forward operation runtime values from live test: Success: SMTP status = ""250 Message accepted for delivery"" (status.E200). Non-existent alias: SMTP status"
pilot30,task-6905333b74f22949d97ba9ae,simple-login/app,1,2,58,af17c64d-bb3f-4e92-b6b7-6ca87ab15033,simple-login/app,False,0.021739130434782608,"Database records during a single forward operation: 1) Contact record: Contact(id=N, user_id=X, alias_id=Y, name=""Sender Name"", website_email=""sender@example.co"
pilot30,task-6905333b74f22949d97ba9ae,simple-login/app,1,3,60,ccce6d91-df6a-45ca-b348-8fddd58f1e1c,simple-login/app,False,0.0410958904109589,"In SimpleLogin, custom alias creation is handled by /api/v2/alias/custom/new and /api/v3/alias/custom/new in app/api/views/new_custom_alias.py. The signed suffi"
pilot30,task-6905333b74f22949d97ba9ae,simple-login/app,1,4,60,a7433575-ac95-4734-98d9-495f674022ea,simple-login/app,False,0.04,"From header transformation during forward: Original From like ""John Doe <sender@example.com>"" becomes '""John Doe - sender at example.com"" <sender_at_example_com"
pilot30,task-6905333b74f22949d97ba9ae,simple-login/app,1,5,63,ec3b1bd4-ad12-42e2-a30e-9b3f6f9f877a,simple-login/app,False,0.040983606557377046,"SimpleLogin repo at /app: Flask-based email masking/alias service. Key files: server.py (Flask web app on port 7777), email_handler.py (SMTP server on port 2038"
pilot30,task-6905333b74f22949d97ba9af,simple-login/app,1,1,41,b5c51b9b-df93-4ec0-8aca-c5805ea2ef98,simple-login/app,False,0.06451612903225806,"SimpleLogin web server startup: Flask dev server prints config output first (>>> URL: <url>, >>> init logging <<<), then show_server_banner prints "" * Serving F"
pilot30,task-6905333b74f22949d97ba9af,simple-login/app,1,2,42,65a86b97-ab8d-4fbf-87fe-58e3a536cc9b,simple-login/app,False,0.07913669064748201,"Startup output in SimpleLogin: When config module loads, it prints (to stdout): 1) "">>> URL: <URL>"" (from config.py line ~60), 2) ""MAX_NB_EMAIL_FREE_PLAN is not"
pilot30,task-6905333b74f22949d97ba9af,simple-login/app,1,3,41,ec3b1bd4-ad12-42e2-a30e-9b3f6f9f877a,simple-login/app,False,0.08270676691729323,"SimpleLogin repo at /app: Flask-based email masking/alias service. Key files: server.py (Flask web app on port 7777), email_handler.py (SMTP server on port 2038"
pilot30,task-6905333b74f22949d97ba9af,simple-login/app,1,4,41,b5b48ca3-5632-4cad-9993-5696ff1ea222,simple-login/app,False,0.024096385542168676,"Request flow in SimpleLogin: 1) Flask app created in server.py create_app(). 2) Routes registered via blueprints: auth_bp (/auth), dashboard_bp (/dashboard), ap"
pilot30,task-6905333b74f22949d97ba9af,simple-login/app,1,5,36,a3b66d8b-6b63-407f-bde7-aeb5a746afc2,simple-login/app,False,0.046153846153846156,"SimpleLogin alias limits: MAX_NB_EMAIL_FREE_PLAN defaults to 5 if not set. Configured via environment variable, read at module import time. The /api/user_info e"
pilot30,task-6905333b74f22949d97ba9b2,simple-login/app,1,1,54,ff7fa31b-063e-40ea-a130-973728616710,simple-login/app,False,0.033783783783783786,"Email forward operation runtime values from live test: Success: SMTP status = ""250 Message accepted for delivery"" (status.E200). Non-existent alias: SMTP status"
pilot30,task-6905333b74f22949d97ba9b2,simple-login/app,1,2,66,820040bc-1a40-4c44-acbc-9a43645f32eb,simple-login/app,False,0.04526748971193416,"REPLY RESOLUTION ANALYSIS - SimpleLogin:

1. Reply flow: When user clicks reply on a forwarded email, SMTP server receives it addressed to contact.reply_email ("
pilot30,task-6905333b74f22949d97ba9b2,simple-login/app,1,3,73,7c2ddc9b-d263-4eff-ba48-441a92086a98,simple-login/app,False,0.04,Bounce/failure address in SimpleLogin: Uses VERP (Variable Envelope Return Path). Format: sl.{base32-encoded-payload}.{base32-encoded-sig}@{domain}. Contains [v
pilot30,task-6905333b74f22949d97ba9b2,simple-login/app,1,4,61,8530dd33-f851-496f-a85d-6124094e4097,simple-login/app,False,0.04,"SimpleLogin email handler behavior when init_app.py is skipped: EMAIL_DOMAIN config is still set (e.g., ""sl.local""). can_create_directory_for_address() checks a"
pilot30,task-6905333b74f22949d97ba9b2,simple-login/app,1,5,71,850d2076-c5b2-4b56-8711-640ba52a1541,simple-login/app,False,0.05,Memory search returned extensive prior context on SimpleLogin's reply-handling infrastructure: reply_email (reverse-alias) is a unique identifier linking contac
pilot30,task-6905333b74f22949d97ba9d0,paperless-ngx/paperless-ngx,1,1,49,4e85c86e-edb4-4479-87de-06d646ca22d5,simple-login/app,True,0.06451612903225806,"SimpleLogin architecture: 4 main processes - 1) server.py (Flask web on port 7777), 2) email_handler.py (aiosmtpd SMTP on port 20381), 3) job_runner.py (polls J"
pilot30,task-6905333b74f22949d97ba9d0,paperless-ngx/paperless-ngx,1,2,46,d4821e62-b9ae-4449-921b-6eafafb26ea0,simple-login/app,True,0.047619047619047616,"Background processes in SimpleLogin: 1) email_handler.py runs aiosmtpd SMTP server on port 20381 by default, receives and forwards emails. 2) job_runner.py runs"
pilot30,task-6905333b74f22949d97ba9d0,paperless-ngx/paperless-ngx,1,3,45,72dbd270-44d7-42bd-8974-b3ac7fc63ebc,simple-login/app,True,0.05357142857142857,"Background task lifecycle in SimpleLogin: Job model has states: ready(0), taken(1), done(2), error(3). Job fields: taken(bool), run_at(ArrowType), attempts(int,"
pilot30,task-6905333b74f22949d97ba9d0,paperless-ngx/paperless-ngx,1,4,39,ec3b1bd4-ad12-42e2-a30e-9b3f6f9f877a,simple-login/app,True,0.03669724770642202,"SimpleLogin repo at /app: Flask-based email masking/alias service. Key files: server.py (Flask web app on port 7777), email_handler.py (SMTP server on port 2038"
pilot30,task-6905333b74f22949d97ba9d0,paperless-ngx/paperless-ngx,1,5,40,b5b48ca3-5632-4cad-9993-5696ff1ea222,simple-login/app,True,0.014598540145985401,"Request flow in SimpleLogin: 1) Flask app created in server.py create_app(). 2) Routes registered via blueprints: auth_bp (/auth), dashboard_bp (/dashboard), ap"
pilot30,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,1,1,40,820040bc-1a40-4c44-acbc-9a43645f32eb,simple-login/app,True,0.03278688524590164,"REPLY RESOLUTION ANALYSIS - SimpleLogin:

1. Reply flow: When user clicks reply on a forwarded email, SMTP server receives it addressed to contact.reply_email ("
pilot30,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,1,2,60,d80bfe0f-96c7-41ad-8b1b-dbdcfca5147e,paperless-ngx/paperless-ngx,False,0.0481283422459893,"paperless-ngx background architecture: Uses django-q (Q_CLUSTER) for task queue and periodic scheduling, NOT Celery. Supervisord runs 3 processes: gunicorn (web"
pilot30,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,1,3,42,850d2076-c5b2-4b56-8711-640ba52a1541,simple-login/app,True,0.018404907975460124,Memory search returned extensive prior context on SimpleLogin's reply-handling infrastructure: reply_email (reverse-alias) is a unique identifier linking contac
pilot30,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,1,4,41,c46ee7cf-fbea-4e83-a641-460942a24f1e,simple-login/app,True,0.03571428571428571,"SimpleLogin API auth without API key (no Authentication header): When user is NOT authenticated via browser, API returns HTTP 401 with {""error"": ""Wrong api key"""
pilot30,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,1,5,41,7c2ddc9b-d263-4eff-ba48-441a92086a98,simple-login/app,True,0.0,Bounce/failure address in SimpleLogin: Uses VERP (Variable Envelope Return Path). Format: sl.{base32-encoded-payload}.{base32-encoded-sig}@{domain}. Contains [v
pilot30,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,2,1,72,08c89d4e-a389-4863-89e0-aabb85bb1f97,paperless-ngx/paperless-ngx,False,0.07514450867052024,Paperless-NGX search index synchronization: Uses Whoosh (embedded) index stored at DATA_DIR/index. The index is updated synchronously via Django signals and dir
