run_dir,replicate,arm,task_id,occurrence,repository,session_id,call_seq,query,n_results,n_via_match,n_via_link,sim_mean,sim_min,sim_max,note_ids,gateway_log_query,gateway_log_n_results,gateway_log_latency_ms,agg_score,reward,control_agg_score,delta,bucket,question,query_question_overlap,note_question_overlap_mean,note_question_overlap_max,llm_relevant_rate,n_notes_judged,llm_relevant_majority,overlap_group,overlap_zero_group,sim_tercile
20260906T141944.965072498Z-openclaw-sweatlasqa-pilot30-amem-task-sglang,pilot30,task-scope,task-6905333b74f22949d97ba9ab,8,simple-login/app,b6822471-ea6c-4a3d-89e8-aa50ca3219b2,2,SimpleLogin alias creation API request response database tables,3,3,0,64.372101,58.98698,72.100353,f6f69481-4f8a-4618-b3ac-8386988672bd;5aa7a699-ff70-419e-9fec-08b8b6827103;b641a84b-7120-44bf-824a-e7aef56abaaa,SimpleLogin alias creation API request response database tables,3,331,0.6428571428571429,0.0,0.8571428571428571,-0.2142857142857142,degraded,"I want to understand how SimpleLogin behaves during a normal alias-creation flow. To do that, run the full application locally using the standard development setup, login with any test user, and create a new alias while observing the system in real time.

As you go through this flow, watch the frontend and note exactly what request it sends to the backend when an alias is created. Then observe what the backend returns, including any status codes, payloads, or metadata that appear in the response. While the request is being processed, check what changes occur in the database. Identify which records are inserted or updated, how many tables are touched, and whether any related entities are created as part of the same operation.

Pay close attention to the logs to see whether the system triggers any background tasks, emits follow-up events, or performs additional work beyond the initial write. If anything fails, such as validation problems, DB errors, or network issues. Note how the error surfaces in the API response, logs, and resulting database state. Don't modify any of the repository source files while investigating. Feel free to create temporary scripts that's fine, but leave the actual codebase as you found it and ensure to clean up any temporary files or scripts you create when you're done.",0.0693069306930693,0.0560653557518761,0.0603448275862069,1.0,3,True,high,nonzero,high_sim
20260906T141944.965072498Z-openclaw-sweatlasqa-pilot30-amem-task-sglang,pilot30,task-scope,task-6905333b74f22949d97ba9ac,9,simple-login/app,6b2226f6-3ae4-45c3-9654-9913a6c4ad99,2,SimpleLogin email forward log message status code,5,5,0,63.735456,56.41422,70.86845600000001,61c53899-de9b-4a9c-90b9-b05c94f6e8d8;ea34c295-9782-42b3-9959-5e36b34002fb;8b42f1eb-9241-4767-b8fe-c6fc2ca0001c;f285d343-6dea-4723-a6f0-9a669dd514d1;bcbf868b-079a-4316-b3a1-e42ab9619cbc,SimpleLogin email forward log message status code,5,103,1.0,1.0,0.6,0.4,improved,"I'm investigating a production issue where users report inconsistent behavior when emails are forwarded through SimpleLogin aliases. I need to trace the actual email processing flow to understand what's happening. When the email handler processes an incoming email to an alias, I want to observe, what is the exact log message text that appears when an email is successfully forwarded versus when it fails due to a non-existent alias, what specific SL Message-ID gets generated during forwarding and how does it differ from the original Message-ID, what is the exact From header value in the forwarded email after transformation including the reply-email address format, and what database records are created during a single forward operation show me the actual record IDs and timestamps. Trace through an actual email forward operation and capture these specific runtime values. I need to see actual generated values, not what the code logic suggests should happen. Just don't modify any source files while investigating, and clean up any test containers or DB instances you spin up.",0.056338028169014,0.0676779958818242,0.1071428571428571,0.6,5,True,high,nonzero,high_sim
20260906T141944.965072498Z-openclaw-sweatlasqa-pilot30-amem-task-sglang,pilot30,task-scope,task-6905333b74f22949d97ba9ad,10,simple-login/app,9c99f28d-55e3-4dc9-b3e9-a3968afc1e99,2,SimpleLogin startup logs email forwarding dashboard registration,6,5,1,53.326189,45.09815,61.68517,08809279-783b-440c-b486-3cdcf79a11f6;74f798e8-1ec1-4645-9c6b-a8a50cd6d7e9;7d104943-80e8-42c4-944e-0d7120fb9cc1;13977d2a-4622-4e86-8c87-58588039d4f4;16946261-c649-49db-807c-0b396e0a6488;a5c78ad6-30af-4f2e-8cb5-5ef9bd6113ef,SimpleLogin startup logs email forwarding dashboard registration,6,72,0.7272727272727273,0.0,0.6363636363636364,0.0909090909090909,improved,"I am setting up SimpleLogin for the first time and I want to confirm that the platform is actually working the way it should when everything is running locally. After starting the system what should I notice in the logs or UI that shows the app is ready to handle user authentication and alias based email activity?

Once it is running can you try walking through the typical product experience as if you were a new user signing up for the first time. What happens when a user registers verifies their address and tries to log in. What visible behavior confirms that the system is handling every step correctly and forwarding the user into the dashboard as expected?

I am also curious about what the application does behind the scenes during that flow. Are there any indicators that background jobs or internal services are doing their part to support email forwarding or identity verification. What should I expect to observe at runtime that tells me these moving pieces are active and talking to each other properly?

You can create anything temporary that you need for testing like new users or aliases but remove them when you are done and please do not make any changes to the source code.",0.0595238095238095,0.0421292026952976,0.0576923076923076,0.6666666666666666,6,True,high,nonzero,low_sim
20260906T141944.965072498Z-openclaw-sweatlasqa-pilot30-amem-task-sglang,pilot30,task-scope,task-6905333b74f22949d97ba9ae,11,simple-login/app,df3dac16-2377-434c-bf6d-bc1617f57c72,2,SimpleLogin reply email resolution contact collision race condition,5,5,0,56.1900784,46.87674,72.49297,a524d6a1-79e9-4fe8-829f-145096569118;26084c08-5c23-4bb6-8a1c-c0b0920df4ba;0ffbec3d-eaf7-4ec4-905c-57a0b1aa98b3;5a5cbc19-2bea-4731-896a-45a1745420c2;ed5a8b85-1e81-4c11-89df-8248053f1eb9,SimpleLogin reply email resolution contact collision race condition,5,95,0.5833333333333334,0.0,0.6666666666666666,-0.0833333333333332,degraded,"I’d like to understand how SimpleLogin resolves inbound email replies to a contact and forwarding destination during normal alias usage, specifically in cases where a reply ends up being delivered to a different user than the alias owner. As inbound reply messages are processed, focus on how the system derives the reply email address and uses it to identify the associated contact. Observe the actual runtime values involved in this resolution, the extracted reply email, the contact (if any) that it resolves to, and the user or alias ultimately selected as the forwarding destination. Track how these values behave across multiple reply events. Note whether the same reply email ever resolves to different contacts over time, fails to resolve temporarily, or resolves correctly but later results in forwarding to a different user than expected. Use these observations to determine whether the reply-handling logic specifically the lookup of contacts by reply email exhibits any race conditions, uniqueness assumptions, or timing-related inconsistencies that could explain why a reply is routed to the wrong user. Describe the runtime values you observed during reply resolution and explain how those values lead to the observed behavior. Don’t modify any repository source files. If temporary scripts or tooling are needed to observe behavior, that’s fine, but clean them up afterward and leave the repository unchanged.",0.0659340659340659,0.0347425610384803,0.0693069306930693,0.8,5,True,high,nonzero,low_sim
20260906T141944.965072498Z-openclaw-sweatlasqa-pilot30-amem-task-sglang,pilot30,task-scope,task-6905333b74f22949d97ba9af,12,simple-login/app,047d8e8f-ce90-4bd4-b367-6196586864b2,2,SimpleLogin email handler status codes database migrations services startup,1,1,0,68.05428,68.05428,68.05428,46b3aa6f-4c91-453c-abc7-776f13a5d3a8,SimpleLogin email handler status codes database migrations services startup,1,107,0.9230769230769232,0.0,0.9230769230769232,0.0,tied,"I'm trying to get the development environment running locally for the first time, and the documentation isn't very clear about the startup order or what breaks if certain setup steps are skipped. I want to bring the whole stack up from scratch and note what actually happens along the way.

To start with, I want to see what happens if the database isn't fully set up yet. With PostgreSQL running and an empty database created (no tables, migrations not run), what error do I actually hit when I start the server with python [server.py](http://server.py) and then try to open the login page in the browser? I'm looking for the full Python exception that gets raised.

Once the database migrations and the initialization script (init\_[app.py](http://app.py)) have been run and everything is set up correctly, I need to understand which Python services must be running for the system to work. Start each required service and show me the exact log output that confirms it's running and ready to accept connections. I want to see the actual startup messages from stdout/stderr, not just what the code says I need to verify the services are actually binding to their ports and working.

I'm also curious about what happens if the initialization step is skipped. If I run the migrations but don't run init\_[app.py](http://app.py), the SLDomain table should be empty (no email domains configured). If I then start the email handler and simulate an incoming email addressed to any @sl.local address, what happens? What SMTP status code does the email handler return to the sender, and what does it log to explain the rejection?

I'm not changing or deleting any source files here I just want to observe the system's behavior. Temporary config files or small test scripts are fine if needed.",0.0648148148148148,0.075,0.075,1.0,1,True,high,nonzero,high_sim
20260906T141944.965072498Z-openclaw-sweatlasqa-pilot30-amem-task-sglang,pilot30,task-scope,task-6905333b74f22949d97ba9d4,20,paperless-ngx/paperless-ngx,620b70d9-107d-4ce2-8700-20f0612d346a,2,Paperless-NGX startup log messages background tasks periodic scheduled,2,2,0,59.77969999999999,53.82657,65.73282999999999,edae057c-4d7a-493a-8827-33399190c2fc;bbd5e750-f4a8-467e-81b2-75140464614f,Paperless-NGX startup log messages background tasks periodic scheduled,2,150,1.0,1.0,0.8181818181818182,0.1818181818181817,improved,"I want to understand how Paperless-NGX behaves at runtime once the system is up and idle, before I start making changes to the codebase. Get Paperless-NGX running at the specified commit. Once it's idle and stable, what background processes or tasks continue executing automatically? What are the actual log entries that appear periodically showing the system is healthy and ready? I need the specific log messages, their frequency, and what they indicate. 
Also, if you briefly interrupt and restart part of the system, what specific log messages confirm everything has reconnected and is operational again? What components or processes keep running continuously to maintain Paperless-NGX in a ready state, even when no documents are being processed? You may use temporary helper commands or inspection tools if needed, but don’t modify any source files and clean up any temporary artifacts when you’re done.",0.0625,0.0348884381338742,0.0352941176470588,0.5,2,True,high,nonzero,mid_sim
20260906T141944.965072498Z-openclaw-sweatlasqa-pilot30-amem-task-sglang,pilot30,task-scope,task-6905333b74f22949d97ba9d5,21,paperless-ngx/paperless-ngx,e3650bc3-0b41-423e-9e75-190e36e8edab,2,Paperless-NGX document ingestion pipeline consumer classifier index,5,5,0,58.9066004,42.461896,67.527103,b2e93681-2cea-4aeb-aeec-4b38b32bd31c;72bf481d-81a0-479d-93a9-5b79fd9222ac;914c541e-24e7-4410-be1c-48710b448c20;35ba30fb-04b6-4383-8c75-b41636dfe9bf;54b74a35-9eec-452c-813d-879797980a01,Paperless-NGX document ingestion pipeline consumer classifier index,5,117,0.5714285714285714,0.0,0.7857142857142857,-0.2142857142857143,degraded,"I’m trying to understand how data moves through Paperless-NGX during normal document ingestion so I can get oriented before working on the codebase. When Paperless-NGX is running from this repository at the specified commit and a new document appears in the system, what observable runtime behavior shows how the document is detected and handed off for processing? What log messages, task names, or state changes indicate the transition from initial detection into parsing, classification, and indexing, and how does the system reflect progress or completion of each stage while the document is being processed? After processing finishes, what observable evidence shows where the document’s data ends up and how its final state is recorded? Based on what you can directly observe at runtime, how does Paperless-NGX track whether a document has already been processed or needs further work, and what behavior or logs indicate how the system avoids duplicate processing? Keep the explanation grounded in runtime observations rather than assumptions from reading the code alone. You may use temporary test files if helpful, but don’t modify any source files and clean up any temporary artifacts when you’re done.",0.0375,0.0386824180961628,0.0549450549450549,0.8,5,True,low,nonzero,mid_sim
20260906T141944.965072498Z-openclaw-sweatlasqa-pilot30-amem-task-sglang,pilot30,task-scope,task-6905333b74f22949d97ba9d6,22,paperless-ngx/paperless-ngx,2e68da91-4cff-469e-bb25-7fda606ca614,2,OCR pdf has text skip force redo mode sidecar ocrmypdf progress callback,1,1,0,40.56396,40.56396,40.56396,5a8f1f68-ac0c-4e2d-bff1-436c9dbcbc70,OCR pdf has text skip force redo mode sidecar ocrmypdf progress callback,1,156,0.8,0.0,0.9,-0.0999999999999999,degraded,"I’m trying to get a practical understanding of how OCR behaves in paperless-ngx at runtime, especially in cases where it’s hard to tell what the system is actually doing. When I upload an image that has no embedded text, how can I see that OCR has started, and what does the document’s processing state look like while it’s running? I want to watch how background workers behave during this phase and understand what signals really indicate active OCR work. If I upload a similar image that already contains text, does the system skip OCR entirely, or does it still touch the OCR pipeline in some way, and how can I tell the difference after processing finishes? I also want to compare the final API responses for both cases to understand which fields show OCR-generated text versus existing text. Finally, when OCR produces weak or incomplete results, what actually happens to the document’s final state? Does it still count as fully processed, and how is that reflected in the saved metadata? Temporary scripts may be used for observation, but the repository itself should remain unchanged, and anything temporary should be cleaned up afterward.",0.0246913580246913,0.0526315789473684,0.0526315789473684,0.0,1,False,low,nonzero,low_sim
20260906T141944.965072498Z-openclaw-sweatlasqa-pilot30-amem-task-sglang,pilot30,task-scope,task-6905333b74f22949d97ba9d7,23,paperless-ngx/paperless-ngx,982df431-fbd6-4884-8850-f41e484fde65,2,paperless authentication TokenAuthentication rest_framework,1,1,0,69.00869,69.00869,69.00869,899a6e48-2cda-4509-9eb4-2552663d0d9b,paperless authentication TokenAuthentication rest_framework,1,111,0.8461538461538461,0.0,0.7692307692307693,0.0769230769230768,improved,"I'm planning to integrate some external tools with the paperless API and need to understand how authentication works first. Get paperless running locally, create a test user, and generate an API token for them. Make an authenticated request to list documents. What's the exact HTTP header name and format paperless expects for the token, and what's the complete endpoint path? What does the JSON response look like, specifically what are the top level fields, and is pagination involved or does it dump everything at once? Try that same request without auth and tell me what status code and error message you get. Then trace through the Django code to find which authentication class handles token authentication and what model stores the tokens. Don't modify the codebase, creating test users, tokens, and any temporary files you need is fine, but leave the source code untouched and clean up any additional files or changes when you're done.",0.027027027027027,0.0941176470588235,0.0941176470588235,1.0,1,True,low,nonzero,high_sim
20260906T141944.965072498Z-openclaw-sweatlasqa-pilot30-amem-task-sglang,pilot30,task-scope,task-6905333b74f22949d97ba9d9,25,paperless-ngx/paperless-ngx,a9f6f4a1-0a48-415a-9100-f63e7843ec8f,2,paperless-ngx django-q task queue background processing,2,2,0,72.362405,68.88032,75.84449,ebf74e78-d7e0-4700-bc62-5fe74607f4ec;e5984eee-cb3d-43e1-845f-449f8467855b,paperless-ngx django-q task queue background processing,2,111,0.6,0.0,0.8,-0.2,degraded,"I'm trying to understand how paperless-ngx actually handles background processing when it ingests documents. I want to see what happens at runtime, not just read the config files.

Can you help me make sense of how async work behaves in a live setup? I’m interested in what services are involved behind the scenes, how background jobs appear once they are created, and how the system tells the difference between work that is waiting and work that is actively being processed. I also want to understand where the task state ends up being stored and how you can tell, after the fact, what happened to a given job.

From the code perspective, I want to connect that runtime behavior back to its origin. Where are these background jobs actually triggered, and what part of the code is responsible for sending them into the queue? Don’t modify any repository source files. If you need to create temporary scripts or artifacts to observe behavior, that’s fine, but clean them up afterward and leave the codebase unchanged.",0.0757575757575757,0.0714386959603118,0.072289156626506,1.0,2,True,high,nonzero,high_sim
