run_dir,replicate,arm,task_id,occurrence,repository,session_id,call_seq,query,n_results,n_via_match,n_via_link,sim_mean,sim_min,sim_max,note_ids,gateway_log_query,gateway_log_n_results,gateway_log_latency_ms,agg_score,reward,control_agg_score,delta,bucket
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9a9,6,simple-login/app,6f1d9043-6186-4861-a3a5-3e7d987f0f0c,2,reply phase alias user routing mailbox handle_reply email_handler,0,0,0,,,,,reply phase alias user routing mailbox handle_reply email_handler,13,1489,0.4,0.0,0.4,0.0,tied
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9aa,7,simple-login/app,a19ed85e-1ae4-46f4-bc60-4f92e45aaa82,1,SimpleLogin setup run web server email job runner,0,0,0,,,,,SimpleLogin setup run web server email job runner,13,1480,0.6666666666666666,0.0,0.75,-0.08333333333333337,degraded
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9ab,8,simple-login/app,f1abc841-87fd-4515-9bbf-0aa06c5f95d8,1,SimpleLogin alias creation repository codebase,0,0,0,,,,,SimpleLogin alias creation repository codebase,13,141,,,0.8571428571428571,,
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9ab,8,simple-login/app,f1abc841-87fd-4515-9bbf-0aa06c5f95d8,2,DailyMetric alias creation alias_used_on background job event,0,0,0,,,,,DailyMetric alias creation alias_used_on background job event,13,1261,,,0.8571428571428571,,
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9ab,8,simple-login/app,f1abc841-87fd-4515-9bbf-0aa06c5f95d8,3,SimpleLogin alias creation complete flow API response DB tables errors,0,0,0,,,,,SimpleLogin alias creation complete flow API response DB tables errors,13,1184,,,0.8571428571428571,,
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9ac,9,simple-login/app,68af7eb2-e03b-416e-b91d-6d9c043ef4d6,1,SimpleLogin email forwarding processing flow,0,0,0,,,,,SimpleLogin email forwarding processing flow,13,1949,0.6,0.0,0.6,0.0,tied
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9ad,10,simple-login/app,c582208c-d2d4-4013-a801-1030b02fd4f8,1,SimpleLogin setup authentication email alias,0,0,0,,,,,SimpleLogin setup authentication email alias,13,1165,,,0.6363636363636364,,
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9ad,10,simple-login/app,c582208c-d2d4-4013-a801-1030b02fd4f8,2,SimpleLogin setup authentication email alias,0,0,0,,,,,SimpleLogin setup authentication email alias,13,1104,,,0.6363636363636364,,
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9ae,11,simple-login/app,6e523585-cefb-403b-ad5a-48d000ccdbbb,1,SimpleLogin inbound email reply resolution contact forwarding,0,0,0,,,,,SimpleLogin inbound email reply resolution contact forwarding,13,1414,0.5833333333333334,0.0,0.6666666666666666,-0.08333333333333326,degraded
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9af,12,simple-login/app,67c82978-9ddc-4627-b7d1-8787022facf4,1,app repository development environment postgresql server,0,0,0,,,,,app repository development environment postgresql server,13,2005,0.7692307692307693,0.0,0.9230769230769231,-0.15384615384615385,degraded
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9b2,13,simple-login/app,5a6e571f-6bbd-4693-9958-3777585602ff,1,SimpleLogin bounce email handling,0,0,0,,,,,SimpleLogin bounce email handling,13,322,1.0,1.0,1.0,0.0,tied
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9b2,13,simple-login/app,5a6e571f-6bbd-4693-9958-3777585602ff,2,SimpleLogin bounce email leakage SMTP response Oracle,0,0,0,,,,,SimpleLogin bounce email leakage SMTP response Oracle,13,1263,1.0,1.0,1.0,0.0,tied
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9d0,16,paperless-ngx/paperless-ngx,8a87ac74-fa8e-4c46-b485-ebff6f89b1ba,1,paperless-ngx architecture task scheduler maintenance,0,0,0,,,,,paperless-ngx architecture task scheduler maintenance,0,3087,,,,,
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9d1,17,paperless-ngx/paperless-ngx,6798c401-4d2a-4fff-a0c4-b351a876d70d,1,Paperless-NGX search index synchronization,0,0,0,,,,,Paperless-NGX search index synchronization,0,34,0.75,0.0,1.0,-0.25,degraded
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9d2,18,paperless-ngx/paperless-ngx,08ecf8be-326e-4800-9b31-8917239d8d45,1,paperless-ngx document processing pipeline workflow,2,2,0,62.906942,62.67832,63.135564,473b564e-7af5-42f4-a080-c585b8a43b3f;6895ba9b-89a4-41e4-b4ba-64bf2b5bb430,paperless-ngx document processing pipeline workflow,2,139,1.0,1.0,0.9090909090909091,0.09090909090909094,improved
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9d3,19,paperless-ngx/paperless-ngx,b84dab17-fe3b-4f2c-8bb8-dc6a288c96d3,1,paperless-ngx document processing ingestion pipeline,1,1,0,63.358115999999995,63.358115999999995,63.358115999999995,6895ba9b-89a4-41e4-b4ba-64bf2b5bb430,paperless-ngx document processing ingestion pipeline,1,142,0.8181818181818182,0.0,1.0,-0.18181818181818177,degraded
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9d3,19,paperless-ngx/paperless-ngx,b84dab17-fe3b-4f2c-8bb8-dc6a288c96d3,2,machine learning classifier retrain training conditions logs,1,1,0,31.395003,31.395003,31.395003,6895ba9b-89a4-41e4-b4ba-64bf2b5bb430,machine learning classifier retrain training conditions logs,1,93,0.8181818181818182,0.0,1.0,-0.18181818181818177,degraded
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9d3,19,paperless-ngx/paperless-ngx,b84dab17-fe3b-4f2c-8bb8-dc6a288c96d3,3,paperless-ngx ingestion pipeline document classification file storage,0,0,0,,,,,paperless-ngx ingestion pipeline document classification file storage,5,101,0.8181818181818182,0.0,1.0,-0.18181818181818177,degraded
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9d4,20,paperless-ngx/paperless-ngx,308f215a-afca-468b-b8c6-cd3e5884a335,1,Paperless-NGX runtime processes background tasks logs,0,0,0,,,,,Paperless-NGX runtime processes background tasks logs,5,139,0.7272727272727273,0.0,0.8181818181818182,-0.09090909090909094,degraded
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9d5,21,paperless-ngx/paperless-ngx,687c1689-2342-4281-a099-011e69feeba3,1,Paperless-NGX document ingestion processing pipeline,0,0,0,,,,,Paperless-NGX document ingestion processing pipeline,5,383,0.7857142857142857,0.0,0.7857142857142857,0.0,tied
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9d6,22,paperless-ngx/paperless-ngx,9ded51cf-5f94-4eaa-90a2-75b32505e87c,1,paperless-ngx OCR processing pipeline,0,0,0,,,,,paperless-ngx OCR processing pipeline,5,349,0.9,0.0,0.9,0.0,tied
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9d6,22,paperless-ngx/paperless-ngx,9ded51cf-5f94-4eaa-90a2-75b32505e87c,2,OCR paperless-ngx skip text detection progress status,0,0,0,,,,,OCR paperless-ngx skip text detection progress status,5,256,0.9,0.0,0.9,0.0,tied
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9d7,23,paperless-ngx/paperless-ngx,20f4addf-a9f2-4adb-9b92-3bf7b2f1039c,1,paperless API authentication token,0,0,0,,,,,paperless API authentication token,5,134,0.9230769230769231,0.0,0.7692307692307693,0.15384615384615385,improved
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9d8,24,paperless-ngx/paperless-ngx,cfdf3578-5adc-4874-abbc-d6769b218b6c,1,document classification machine learning OCR barcode training test,0,0,0,,,,,document classification machine learning OCR barcode training test,10,296,0.75,0.0,0.5833333333333334,0.16666666666666663,improved
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9d9,25,paperless-ngx/paperless-ngx,b8fee444-bb6a-4e45-a530-cf2585e56128,1,paperless-ngx background processing queue async jobs,0,0,0,,,,,paperless-ngx background processing queue async jobs,13,1351,0.7,0.0,0.8,-0.10000000000000009,degraded
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9db,26,paperless-ngx/paperless-ngx,1bd89063-1607-4d99-b7c4-29929d7baf0f,1,Paperless-NGX repository file move tags classifier duplicate sanity check,0,0,0,,,,,Paperless-NGX repository file move tags classifier duplicate sanity check,13,1185,0.9166666666666666,0.0,0.8333333333333334,0.08333333333333326,improved
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9db,26,paperless-ngx/paperless-ngx,1bd89063-1607-4d99-b7c4-29929d7baf0f,2,Paperless-NGX file move rollback orphan sanity classifier duplicate log messages checksum,0,0,0,,,,,Paperless-NGX file move rollback orphan sanity classifier duplicate log messages checksum,13,1172,0.9166666666666666,0.0,0.8333333333333334,0.08333333333333326,improved
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9dc,27,paperless-ngx/paperless-ngx,34fd0024-1c59-4537-8d62-0c8c9cbe8b2e,1,paperless-ngx OCR PDF processing,0,0,0,,,,,paperless-ngx OCR PDF processing,13,1169,0.875,0.0,0.75,0.125,improved
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9dd,28,paperless-ngx/paperless-ngx,8e07066a-dbd3-4ce2-9dda-1ce1f448ca3e,1,Paperless-NGX codebase document ingestion processing workflow,0,0,0,,,,,Paperless-NGX codebase document ingestion processing workflow,13,1435,0.6,0.0,0.6,0.0,tied
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9de,29,paperless-ngx/paperless-ngx,8dea2337-43ad-4147-a59b-d8b28f37b329,1,Paperless memory usage metadata processing,0,0,0,,,,,Paperless memory usage metadata processing,13,1377,0.4444444444444444,0.0,0.3333333333333333,0.1111111111111111,improved
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9e0,30,paperless-ngx/paperless-ngx,b60ff4f1-e81f-4b8f-b047-135893c18c6b,1,documents list pagination duplicates sorting,0,0,0,,,,,documents list pagination duplicates sorting,13,232,0.5,0.0,0.625,-0.125,degraded
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9e0,30,paperless-ngx/paperless-ngx,b60ff4f1-e81f-4b8f-b047-135893c18c6b,2,document list pagination haunting ordering duplicate,0,0,0,,,,,document list pagination haunting ordering duplicate,13,1215,0.5,0.0,0.625,-0.125,degraded
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97ba9e8,14,simple-login/app,6842cf32-d09b-485e-b9a7-43140d7c541f,1,SimpleLogin authentication API session email forwarding,0,0,0,,,,,SimpleLogin authentication API session email forwarding,13,1150,0.6666666666666666,0.0,0.8,-0.13333333333333341,degraded
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97baa1d,15,simple-login/app,c6511969-e5ba-4ad6-aa41-fe9f3f7269a2,1,SimpleLogin session handling Redis deserialization,0,0,0,,,,,SimpleLogin session handling Redis deserialization,13,1219,0.875,0.0,0.5,0.375,improved
20260906T141944.964671697Z-openclaw-sweatlasqa-pilot30-amem-repo-sglang,pilot30,repo-scope,task-6905333b74f22949d97baa1d,15,simple-login/app,c6511969-e5ba-4ad6-aa41-fe9f3f7269a2,2,session corruption pickle deserialization behavior,0,0,0,,,,,session corruption pickle deserialization behavior,13,1332,0.875,0.0,0.5,0.375,improved
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9a4,12,simple-login/app,6f94449f-a34c-4941-a742-ad1fc9d98790,1,SimpleLogin backend startup development configuration,0,0,0,,,,,SimpleLogin backend startup development configuration,13,1716,1.0,1.0,1.0,0.0,tied
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9a5,6,simple-login/app,21ffae9e-7c76-4372-a4ae-dfa6e99cff1e,1,custom alias signed suffix validation rate limit,0,0,0,,,,,custom alias signed suffix validation rate limit,11,618,0.7692307692307693,0.0,0.8461538461538461,-0.07692307692307687,degraded
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9a6,14,simple-login/app,181ab3b9-98e4-4595-a01d-90a535577e34,1,email privacy system anonymous aliases database web server,0,0,0,,,,,email privacy system anonymous aliases database web server,13,1357,0.9090909090909091,0.0,0.8181818181818182,0.09090909090909083,improved
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9a6,14,simple-login/app,181ab3b9-98e4-4595-a01d-90a535577e34,2,email privacy system anonymous aliases database web server startup migration registration login user_info alias limit,0,0,0,,,,,email privacy system anonymous aliases database web server startup migration registration login user_info alias limit,13,1179,0.9090909090909091,0.0,0.8181818181818182,0.09090909090909083,improved
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9a7,15,simple-login/app,9aa45e72-e9b4-41fe-8f01-44cf94fdf686,1,SimpleLogin codebase multi-step workflows mailbox verification,0,0,0,,,,,SimpleLogin codebase multi-step workflows mailbox verification,13,1374,0.9230769230769231,0.0,1.0,-0.07692307692307687,degraded
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9a7,15,simple-login/app,9aa45e72-e9b4-41fe-8f01-44cf94fdf686,2,mailbox verification code failed attempts retries limits,0,0,0,,,,,mailbox verification code failed attempts retries limits,13,2282,0.9230769230769231,0.0,1.0,-0.07692307692307687,degraded
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9a7,15,simple-login/app,9aa45e72-e9b4-41fe-8f01-44cf94fdf686,3,SimpleLogin mailbox verification bounce VERP background jobs,0,0,0,,,,,SimpleLogin mailbox verification bounce VERP background jobs,18,1117,0.9230769230769231,0.0,1.0,-0.07692307692307687,degraded
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9a8,10,simple-login/app,7bbee80c-1ac8-4e6f-9415-b6f48e8a87af,1,SimpleLogin Flask startup port configuration,0,0,0,,,,,SimpleLogin Flask startup port configuration,13,1488,1.0,1.0,1.0,0.0,tied
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9a9,13,simple-login/app,0ee39607-0d70-4ffe-a3db-c18c3fc926d9,1,SimpleLogin alias reply handling routing,0,0,0,,,,,SimpleLogin alias reply handling routing,13,1851,0.6,0.0,0.5,0.09999999999999998,improved
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9aa,8,simple-login/app,0afae86d-2f22-480e-a015-2faf278e111e,1,SimpleLogin repository structure web server email handler job runner,0,0,0,,,,,SimpleLogin repository structure web server email handler job runner,13,1195,0.8333333333333334,0.0,0.75,0.08333333333333337,improved
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9aa,8,simple-login/app,0afae86d-2f22-480e-a015-2faf278e111e,2,SimpleLogin startup verification web server email handler job runner log messages,0,0,0,,,,,SimpleLogin startup verification web server email handler job runner log messages,13,1770,0.8333333333333334,0.0,0.75,0.08333333333333337,improved
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9ab,9,simple-login/app,10969d3b-f073-4b1b-9c30-e185792d4b0f,1,SimpleLogin alias creation codebase structure,0,0,0,,,,,SimpleLogin alias creation codebase structure,13,1359,0.8571428571428571,0.0,0.7142857142857143,0.1428571428571428,improved
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9ac,1,simple-login/app,12d5fdaa-cb31-4ad3-a066-308cc944f8f8,1,SimpleLogin email forwarding alias processing,0,0,0,,,,,SimpleLogin email forwarding alias processing,0,16,1.0,1.0,0.6,0.4,improved
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9ac,1,simple-login/app,12d5fdaa-cb31-4ad3-a066-308cc944f8f8,2,SimpleLogin email forward operation success failure log message status code,1,1,0,65.716946,65.716946,65.716946,466f88e2-fec9-4d5f-a531-7c2726d2c53c,SimpleLogin email forward operation success failure log message status code,1,109,1.0,1.0,0.6,0.4,improved
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9ad,4,simple-login/app,8c653d08-7667-4d79-bffc-786afafb662f,1,SimpleLogin application structure,0,0,0,,,,,SimpleLogin application structure,7,119,0.8181818181818182,0.0,0.7272727272727273,0.09090909090909094,improved
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9ad,4,simple-login/app,8c653d08-7667-4d79-bffc-786afafb662f,2,SimpleLogin startup readiness indicators logs,0,0,0,,,,,SimpleLogin startup readiness indicators logs,9,1139,0.8181818181818182,0.0,0.7272727272727273,0.09090909090909094,improved
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9ae,2,simple-login/app,df3b088c-1e78-49c8-9991-9e6f65193685,1,SimpleLogin inbound email reply contact resolution,1,1,0,65.337056,65.337056,65.337056,466f88e2-fec9-4d5f-a531-7c2726d2c53c,SimpleLogin alias forwarding routing,1,174,0.6666666666666666,0.0,0.5,0.16666666666666663,improved
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9ae,2,simple-login/app,df3b088c-1e78-49c8-9991-9e6f65193685,2,SimpleLogin alias forwarding routing,1,1,0,70.29401,70.29401,70.29401,466f88e2-fec9-4d5f-a531-7c2726d2c53c,SimpleLogin inbound email reply contact resolution,1,185,0.6666666666666666,0.0,0.5,0.16666666666666663,improved
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9ae,2,simple-login/app,df3b088c-1e78-49c8-9991-9e6f65193685,3,SimpleLogin contact reply_email resolution forward reply alias transfer,4,4,0,66.59967725,50.47577,74.96078,97334410-600b-4b4e-9879-992fb7dcf72b;466f88e2-fec9-4d5f-a531-7c2726d2c53c;130196f2-637b-4735-b8b3-de4bd567c546;15011ff5-3ed5-4d87-a903-e2a92f2ce926,SimpleLogin contact reply_email resolution forward reply alias transfer,4,106,0.6666666666666666,0.0,0.5,0.16666666666666663,improved
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9af,3,simple-login/app,abe1dfac-2823-4d45-9611-88361bbe5932,1,development environment database server setup,4,4,0,35.780096,33.860856,37.33856,15011ff5-3ed5-4d87-a903-e2a92f2ce926;97334410-600b-4b4e-9879-992fb7dcf72b;130196f2-637b-4735-b8b3-de4bd567c546;466f88e2-fec9-4d5f-a531-7c2726d2c53c,development environment database server setup,4,135,0.7692307692307693,0.0,0.7692307692307693,0.0,tied
20260907T013422.077067776Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-repo-sglang,pilot30-shuffle1,repo-scope,task-6905333b74f22949d97ba9b2,11,simple-login/app,22decf83-0289-486c-b433-1de647290aef,1,SimpleLogin bounce email handling,0,0,0,,,,,SimpleLogin bounce email handling,13,1507,1.0,1.0,0.8888888888888888,0.11111111111111116,improved
